region,year,step,ndvi_mean,ndvi_std,n_samples
Madhya_Pradesh,2024,1,0.4269093927752314,0.19810380002037173,2269
Madhya_Pradesh,2024,2,0.329761216732922,0.1539497600542398,2269
Madhya_Pradesh,2024,3,0.31117419891758485,0.142877259781156,2269
Madhya_Pradesh,2024,4,0.4339944535257823,0.21837405010965252,2269
Madhya_Pradesh,2024,5,0.5057775323461142,0.23695767367798617,2269
Madhya_Pradesh,2024,6,0.7151070166935507,0.19456978529217983,2269
Madhya_Pradesh,2024,7,0.8334648733142354,0.10254569069619747,2269
Madhya_Pradesh,2024,8,0.8500151741295725,0.07769050025897555,2269
Madhya_Pradesh,2024,9,0.8090444415866019,0.11170020764026628,2269
Madhya_Pradesh,2024,10,0.6502670155927721,0.2016658681774253,2269
Madhya_Pradesh,2024,11,0.3722318563199647,0.19066745142411431,2269
Madhya_Pradesh,2024,12,0.2227019114424857,0.09735115586354609,2269
Madhya_Pradesh,2024,13,0.21032200923534597,0.11699146819819527,2269
Madhya_Pradesh,2024,14,0.21694348976817984,0.18257014517016648,2269
