region,year,step,ndvi_mean,ndvi_std,n_samples
Madhya_Pradesh,2021,1,0.43339764807160913,0.1922601869064081,2374
Madhya_Pradesh,2021,2,0.3359447953045493,0.155770302995607,2374
Madhya_Pradesh,2021,3,0.36600702263970797,0.1577841028652915,2374
Madhya_Pradesh,2021,4,0.4772880716503089,0.1970472938799383,2374
Madhya_Pradesh,2021,5,0.627714533694889,0.20239141287876092,2374
Madhya_Pradesh,2021,6,0.6989706262187588,0.16310746940247953,2374
Madhya_Pradesh,2021,7,0.8177767367565292,0.09585289572269044,2374
Madhya_Pradesh,2021,8,0.8224479559646167,0.0936371204365905,2374
Madhya_Pradesh,2021,9,0.7748941535657119,0.14275635817127563,2374
Madhya_Pradesh,2021,10,0.6571313618365627,0.2057780587155535,2374
Madhya_Pradesh,2021,11,0.39276066963184497,0.19060024721865818,2374
Madhya_Pradesh,2021,12,0.24628398169123844,0.10804144578584735,2374
Madhya_Pradesh,2021,13,0.2099259949372367,0.09926177945495313,2374
Madhya_Pradesh,2021,14,0.22676051340943554,0.15854237588377193,2374
