region,year,step,ndvi_mean,ndvi_std,n_samples
Haryana,2024,1,0.5395478670985777,0.2263313156229875,5133
Haryana,2024,2,0.3035843310295799,0.1582004351402732,5133
Haryana,2024,3,0.24211348921598808,0.11138665919894505,5133
Haryana,2024,4,0.3898627982390415,0.18027153212213412,5133
Haryana,2024,5,0.5158901701152089,0.16101130199115318,5133
Haryana,2024,6,0.6979667956221183,0.13195035602853694,5133
Haryana,2024,7,0.8351510001933566,0.09564087749968492,5133
Haryana,2024,8,0.862375420692902,0.06644014661074278,5133
Haryana,2024,9,0.8758559156698487,0.06035761105840997,5133
Haryana,2024,10,0.8861164714221703,0.05850585440367843,5133
Haryana,2024,11,0.802926773450224,0.10147269832522987,5133
Haryana,2024,12,0.40801029749464246,0.13623370944308202,5133
Haryana,2024,13,0.20277909240541594,0.0727893225334466,5133
Haryana,2024,14,0.17070565940229884,0.09080819752619325,5133
