region,year,step,ndvi_mean,ndvi_std,n_samples
Uttar_Pradesh,2023,1,0.5525304804207416,0.21630728067416022,3722
Uttar_Pradesh,2023,2,0.38877001484043083,0.1825037059662703,3722
Uttar_Pradesh,2023,3,0.32262918185203276,0.15797983708006766,3722
Uttar_Pradesh,2023,4,0.36592358683599535,0.17416438832984793,3722
Uttar_Pradesh,2023,5,0.4439128797228698,0.1900313716298041,3722
Uttar_Pradesh,2023,6,0.550882050230132,0.1521505162355267,3722
Uttar_Pradesh,2023,7,0.6578666884211755,0.12131720069264766,3722
Uttar_Pradesh,2023,8,0.7767397684876219,0.11048552084642153,3722
Uttar_Pradesh,2023,9,0.8065232601780606,0.09580304031839196,3722
Uttar_Pradesh,2023,10,0.7968404107563095,0.11090411025190729,3722
Uttar_Pradesh,2023,11,0.6311676618845602,0.1830789945828354,3722
Uttar_Pradesh,2023,12,0.3317403922071467,0.13125347746354954,3722
Uttar_Pradesh,2023,13,0.2261117269578184,0.08853111937238538,3722
Uttar_Pradesh,2023,14,0.21277289162358948,0.10856179601708825,3722
