region,year,step,ndvi_mean,ndvi_std,n_samples
Punjab,2022,1,0.5234999288435688,0.17993672407231917,6725
Punjab,2022,2,0.23116824229130115,0.1443707681236828,6725
Punjab,2022,3,0.279101405475539,0.1457609608516874,6725
Punjab,2022,4,0.46883261269982657,0.18739133573331349,6725
Punjab,2022,5,0.5808761019219826,0.1699709680035111,6725
Punjab,2022,6,0.6808631107496901,0.14082032678863263,6725
Punjab,2022,7,0.8101844861969765,0.10732802368322855,6725
Punjab,2022,8,0.8520539769429244,0.08082989827287344,6725
Punjab,2022,9,0.8625018246593185,0.07298074435779028,6725
Punjab,2022,10,0.8693332901935563,0.07505991313756175,6725
Punjab,2022,11,0.6836527361918215,0.11218131250035823,6725
Punjab,2022,12,0.49475988675018584,0.157154383415422,6725
Punjab,2022,13,0.2251392765524907,0.09533778056806909,6725
Punjab,2022,14,0.1798620993724907,0.07960306341422105,6725
