region,year,step,ndvi_mean,ndvi_std,n_samples
Haryana,2023,1,0.4696304300017918,0.23934780651819013,5023
Haryana,2023,2,0.30093989875190696,0.17854963632391385,5023
Haryana,2023,3,0.2930772198487014,0.16800966622586092,5023
Haryana,2023,4,0.4633858145506727,0.2112309085673757,5023
Haryana,2023,5,0.5602774721593728,0.19868464191110963,5023
Haryana,2023,6,0.6616149279363326,0.14147072961751345,5023
Haryana,2023,7,0.76211698044997,0.09836369252391562,5023
Haryana,2023,8,0.8410568248363797,0.07158182356201018,5023
Haryana,2023,9,0.8767001922759748,0.05580624284454132,5023
Haryana,2023,10,0.8725678227035637,0.0610403052756368,5023
Haryana,2023,11,0.7982381202740726,0.11033963447355334,5023
Haryana,2023,12,0.4582224412230406,0.18702131019296292,5023
Haryana,2023,13,0.2205149966791758,0.08740583086969478,5023
Haryana,2023,14,0.1646176187326299,0.0676190886230121,5023
