region,year,step,ndvi_mean,ndvi_std,n_samples
Madhya_Pradesh,2023,1,0.4249005996706949,0.20835948206771057,2317
Madhya_Pradesh,2023,2,0.36244961044547547,0.1678820535902662,2317
Madhya_Pradesh,2023,3,0.38718233355668247,0.19345235555188114,2317
Madhya_Pradesh,2023,4,0.5631353502119839,0.2257852897800326,2317
Madhya_Pradesh,2023,5,0.642790804483096,0.22773286418039704,2317
Madhya_Pradesh,2023,6,0.7368805410589124,0.15449498242932383,2317
Madhya_Pradesh,2023,7,0.7822542535770393,0.11816107484351407,2317
Madhya_Pradesh,2023,8,0.7927817325636599,0.11714107208892222,2317
Madhya_Pradesh,2023,9,0.70945724011653,0.17938897060345266,2317
Madhya_Pradesh,2023,10,0.5916270148921019,0.23155492456017152,2317
Madhya_Pradesh,2023,11,0.38659587034700044,0.19692715521420548,2317
Madhya_Pradesh,2023,12,0.24761916381765212,0.121995975267242,2317
Madhya_Pradesh,2023,13,0.23468025032801038,0.1414162275642962,2317
Madhya_Pradesh,2023,14,0.2449966426607682,0.16824699174977945,2317
