sample_id,class_name,col_index,cover_area,crop_type,grid_id,label,pos_prop,region,row_index,samples,x,y,year,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14
12,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.27068648161276,30.533871254515155,2022,0.625,0.22700296,0.25224072,0.25018898,0.49839744,0.62777776,0.7403651,0.80321616,0.8395457799999999,0.8758754,0.5518072,0.55156535,0.23876405,0.14399093
13,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.22648936963408,30.6927832282759,2022,0.5244755,0.13951546,0.23255815,0.5652174,0.70988446,0.777020155,0.84415585,0.8418391,0.8571272,0.8724153,0.5914922,0.3105691,0.19419748,0.1846877
14,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.36411127116119,30.73509387815793,2022,0.23381852,0.12920089,0.17315437,0.42307693,0.70507544,0.76894637,0.8328173,0.8142857,0.81373625,0.8131868,0.6528132600000001,0.49243972,0.22207268,0.17602591
15,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.22648936963408,30.514737138963408,2022,0.64121956,0.07493062,0.114836544,0.20377868,0.5083333,0.6595013,0.8146893,0.9042533,0.882607935,0.86096257,0.5775681,0.40319887,0.18506084,0.097590365
16,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.10889989894284,30.569264876709465,2022,0.6068685,0.06359946,0.1443038,0.5245098,0.77763414,0.8751445,0.8892293,0.92455065,0.929240975,0.9339313,0.60722464,0.38261575,0.14124294,0.077666
17,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.28721548284055,30.76015687458486,2022,0.40375382,0.10207613,0.13451087,0.46921444,1.0,0.9371954499999999,0.8743909,0.8625996,0.8672411,0.8718826,0.6964471999999999,0.5210118,0.17902209,0.15245478
18,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.18085495320081,30.58202095374396,2022,0.69151,0.14136125,0.14987406,0.32917532,0.6560122,0.7487509,0.8414896,0.8740303,0.8860397,0.8980491,0.693280615,0.48851213,0.17827627,0.15962778
19,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.29143756467592,30.598729618028585,2022,0.5228168,0.17348927,0.14440434,0.42534837,0.62225705,0.7589083,0.8380175,0.8888069,0.90614655,0.9234862,0.65630875,0.3891313,0.14155251,0.12458472
20,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.11716439955673,30.57941583942001,2022,0.43565148,0.06843425,0.13407134,0.33916304,0.72930354,0.86054933,0.8597737,0.87463015,0.8944160050000001,0.91420186,0.61240918,0.3106165,0.19238476,0.14676617
21,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.20510946587203,30.664935454468196,2022,0.49894738,0.1569966,0.22680412,0.7454798,1.0,0.9432485,0.86985946,0.8757032,0.886817475,0.89793175,0.649125875,0.40032,0.22622563,0.17748174
22,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.37345375011603,30.737698992481874,2022,0.21923798,0.12810707,0.15886524,0.5688358,0.82725394,0.86136707,0.8954802,0.8816732,0.8959072,0.9101412,0.69472793,0.47931466,0.17697842,0.14889124
23,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.22388425531013,30.65837775289412,2022,0.5491905,0.273878,0.18293564,0.45829752,0.7208202,0.8786093,0.87137514,0.8834639,0.9026373,0.9218107,0.73354117,0.54527164,0.19202279,0.11504425
24,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.20169586779238,30.588219329204385,2022,0.5731578,0.16683622,0.2562554,0.52168816,0.75897163,0.87224215,0.8646655,0.89314336,0.9012993300000001,0.9094553,0.645714775,0.38197425,0.15934066,0.12797783
25,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.19549749233195,30.61561794537003,2022,0.60285634,0.31783682,0.27113703,0.2777778,0.3478836,0.487989015,0.62809443,0.6857325,0.7365098999999999,0.7872873,0.58019011,0.37309292,0.1968135,0.32728922
26,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.24005393042428,30.62567907655217,2022,0.16228467,0.16244411,0.15295926,0.46907708,0.600685,0.73229292,0.86390084,0.8800173,0.89495565,0.909894,0.74710596,0.5534407,0.17512509,0.17109025
27,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.28146626502219,30.67652372163333,2022,0.6547796,0.11672474,0.122703895,0.26915672,0.47619048,0.68601984,0.8785958,0.8835529,0.9044374,0.9253219,0.66577303,0.65162456,0.16615249,0.19350593
28,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.29889358153412,30.51662360106006,2022,0.65085983,0.6592883,0.56251794,0.22074468,0.41396263,0.495114,0.6729097,0.8130934,0.6169725,0.7079175,0.50795454,0.5861665,0.29351094,0.23428114
29,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.29826476083522,30.52830169975361,2022,0.75601226,0.35464492,0.22378516,0.21048574,0.46168223,0.54371357,0.73103446,0.8688199,0.8963862,0.9239525,0.7681190499999999,0.6122856,0.24234694,0.16078754
30,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.25846939374874,30.707246104350222,2022,0.24311775,0.13388735,0.31467474,0.7050193,0.7684692766666666,0.8319192533333334,0.89536923,0.88278055,0.89678061,0.91078067,0.6243973549999999,0.33801404,0.18889971,0.14205682
31,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.26385928545345,30.693681543560015,2022,0.772776,0.416254,0.3637812,0.21332046,0.18208604,0.36277308500000005,0.54346013,0.5888502,0.69490735,0.8009645,0.727831,0.6546975,0.24547102,0.13876739
32,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.35458912914952,30.63771650135937,2022,0.24813278,0.20678875,0.45111898,0.6971047,0.7643794333333334,0.8316541666666667,0.8989289,0.9010893,0.90038715,0.899685,0.29094586,0.17217217,0.14458351,0.14233577
33,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.32925663813735,30.787555490750503,2022,0.27011952,0.18756936,0.19316493,0.32228917,0.8545861,0.8605528499999999,0.8665196,0.86580783,0.872940815,0.8800738,0.69970715,0.5193405,0.19497608,0.14937389
34,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.36707571159879,30.83301024412696,2022,0.6393443,0.10069445,0.16034082,0.3166789,0.49019648000000005,0.66371406,0.83723164,0.83886,0.84910543,0.85935086,0.6926870650000001,0.52602327,0.17275748,0.14371258
35,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.31317679455161,30.756024624277917,2022,0.26979,0.17342193,0.15159944,0.3697749,0.8514532,0.8696541250000001,0.88785505,0.8663473,0.8817413700000001,0.89713544,0.72501342,0.5528914,0.19122256,0.14849856
36,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.15938521791035,30.60582630877313,2022,0.7633588,0.12066906,0.10494245,0.23055555,0.57116103,0.6834084,0.8531367,0.8956044,0.9068853,0.9181662,0.788116775,0.65806735,0.17999065,0.10237389
37,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.26143383418633,30.636908017603663,2022,0.14004721,0.14571948,0.18082191,0.45880312,0.592233,0.7866667,0.8679051,0.87848854,0.900082795,0.92167705,0.5935943,0.38861498,0.19500594,0.16096747
38,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.36339261893389,30.69017811395195,2022,0.60038984,0.20895052,0.10860821,0.19754036,0.30454895,0.595875975,0.887203,0.9027778,0.91142385,0.9200699,0.7696613800000001,0.61925286,0.20018493,0.14940578
39,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.31937517001204,30.730781964794154,2022,0.7352223,0.46644294,0.17165546,0.19011599,0.46368715,0.639050795,0.81441444,0.8630068,0.89135135,0.9196959,0.7248406350000001,0.52998537,0.17597292,0.17955218
40,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.31488359359143,30.65783876372365,2022,0.5522768,0.13440198,0.15720524,0.33232054,0.4625305,0.6660595,0.8041267,0.8449383,0.8396752000000001,0.8344121,0.42668864,0.24204545,0.19200888,0.113829784
41,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.19253305189436,30.52030669372495,2022,0.7093276,0.24102564,0.09409191,0.23360184,0.58849555,0.7379386,0.850271,0.9107529,0.91962943,0.92850596,0.6325045,0.44956467,0.1706889,0.1321172
42,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.18795164394535,30.650292915337044,2022,0.5859449,0.32595053,0.26859504,0.5029586,0.7975045,0.9186047,0.8545992200000001,0.79059374,0.81362487,0.836656,0.6486079,0.4605598,0.2595978,0.24464154
43,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.25775074152143,30.576631062039244,2022,0.79513013,0.13274336,0.116678596,0.23022096,0.55282557,0.6304576,0.84993774,0.9003682,0.92176258,0.94315696,0.76355365,0.58395034,0.19111969,0.14436764
44,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.35476879220634,30.65334718730305,2022,0.45931143,0.2226359,0.38047656,0.3725918,0.64835167,0.3592164,0.8207785,0.86162716,0.88575578,0.9098844,0.67998735,0.4500903,0.15225643,0.13708086
45,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.27742384624365,30.62352311987028,2022,0.55701977,0.09900091,0.11033519,0.44230768,0.5715273,0.7169614,0.8623955,0.8789908,0.883575215,0.88815963,0.22212853,0.17259414,0.13453974,0.14459665
46,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.34129406294456,30.53054748796391,2022,0.41561478,0.077002585,0.11662076,0.25097868,0.49027237,0.58859116,0.72358954,0.7688204,0.8112946999999999,0.853769,0.57235676,0.4907162,0.18856196,0.14439024
47,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.31641072957444,30.77237396244889,2022,0.23866348,0.08899522,0.16771226,0.57463485,0.9537037,0.9229596250000001,0.89221555,0.8714175,0.8707155,0.8700135,0.7452785,0.3341704,0.14593302,0.16407889
48,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.23214875592403,30.58318876361332,2022,0.66047496,0.21150309,0.10826939,0.14542998,0.29273504,0.37893593,0.6936937,0.8604651,0.88718807,0.91391104,0.56915545,0.3872417,0.1655204,0.12192041
49,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.19837210124113,30.58139213304508,2022,0.44362292,0.23038605,0.26843658,0.3568147,0.5636115,0.61122245,0.6976999,0.77254003,0.771943985,0.77134794,0.6039216,0.49485242,0.26377952,0.2302984
50,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.35988918932583,30.802018366824832,2022,0.22637363,0.13251029,0.17217147,0.73846155,0.9781182,0.9341536,0.890189,0.88507795,0.877591275,0.8701046,0.574582915,0.27906123,0.1675,0.14735462
51,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.36851301605337,30.646789485728977,2022,0.7589018,0.30653805,0.25689405,0.29238984,0.5323286,0.84020066,0.88915205,0.9106317,0.9167802,0.9229287,0.65698695,0.5229654,0.16700365,0.18784873
52,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.34048557918885,30.51347949756564,2022,0.71480805,0.38016996,0.3284507,0.22131541,0.5408912,0.5826377,0.77225673,0.8885782,0.909368465,0.93015873,0.815102015,0.7000453,0.16804408,0.14962037
53,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.33347871997272,30.740573601391056,2022,0.43865275,0.21929404,0.16133519,0.36501378,0.71496063,0.790439565,0.8659185,0.855847,0.86836773,0.88088846,0.6685259649999999,0.45616347,0.17433414,0.14442568
54,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.09201157160139,30.538003504822104,2022,0.8229102,0.17118998,0.13614103,0.30566037,0.63700444,0.76292264,0.8598104,0.894301,0.90336685,0.9124327,0.6365605,0.3606883,0.13904607,0.121905655
55,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.3003308859887,30.711558017714,2022,0.68920285,0.0988822,0.11843027,0.3914787,0.8702604,0.90285625,0.9354521,0.91163474,0.9227006200000001,0.9337665,0.65255291,0.37133932,0.1819149,0.11970534
56,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.30509195699453,30.668798210189905,2022,0.6231087,0.20189819,0.12933333,0.3469569,0.92534035,0.5130636,0.8843056,0.88904244,0.9116492700000001,0.9342561,0.76508915,0.5959222,0.2023173,0.157765
57,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.29206638537481,30.775877392056955,2022,0.32527837,0.19328284,0.15508021,0.48,0.98479086,0.91712663,0.8494624,0.8437963,0.84218455,0.8405728,0.68139774,0.28504023,0.16083916,0.14910151
58,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.18328040446792,30.517791410929416,2022,0.6596966,0.10843374,0.14688797,0.43228602,0.6859782,0.83076924,0.8649465,0.91787106,0.9234144799999999,0.9289579,0.5630906,0.22374073,0.12045617,0.114116654
59,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.12848317213664,30.59495669383528,2022,0.64209527,0.13017032,0.2678798,0.6146789,0.7765886,0.8274112,0.8375064,0.8714175,0.87404423,0.87667096,0.6629975,0.45245442,0.15690465,0.16387337
60,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.32449556713152,30.521923661236364,2022,0.7911833,0.21243191,0.12149533,0.23759791,0.66983867,0.7905898,0.8725061,0.91051453,0.923374385,0.93623424,0.85949695,0.5751995,0.15979753,0.14097641
61,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.27733401471524,30.543662891112056,2022,0.5721803,0.0866426,0.15879828,0.25526074,0.6506138,0.74896777,0.83074933,0.9144677,0.92581905,0.9371704,0.69067093,0.44417146,0.16905445,0.12064037
62,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.14878509755773,30.56531228945934,2022,0.5426229,0.16206124,0.35892794,0.668239,0.8330648,0.9141735,0.869179,0.8911439,0.9015997250000001,0.91205555,0.722283625,0.5325117,0.18337618,0.15817223
63,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.37408257081492,30.89077191689584,2022,0.49501,0.3298969,0.17384616,0.6937182,0.7515710999999999,0.809424,0.8672769,0.8742542,0.8614065200000001,0.84855884,0.6116357450000001,0.37471265,0.20430107,0.17146432
64,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.15273768480786,30.58570404640885,2022,0.5113831,0.15724564,0.12556459,0.24524716,0.4680851,0.508446035,0.54880697,0.6286221,0.6172343,0.6058465,0.49318874,0.38053098,0.1448737,0.13658147
65,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.11114568715313,30.600795743182054,2022,0.55829144,0.2958435,0.30029398,0.43253466,0.6928675,0.7731557,0.824611,0.8784221,0.85346875,0.8285154,0.715699725,0.60288405,0.24406628,0.24234694
66,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.28640699908485,30.752521194669846,2022,0.38896883,0.28042328,0.15625,0.3248856,0.9400261,0.8992845700000001,0.85854304,0.86589485,0.856297775,0.8467007,0.71583223,0.51857835,0.22729836,0.18725447
67,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.35845188487123,30.82591355338241,2022,0.48932385,0.21073718,0.1754123,0.42828485,1.0,0.9335246500000001,0.8670493,0.88235295,0.881655175,0.8809574,0.70621747,0.5367882,0.19040327,0.157741
68,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.10081506138576,30.55803593565797,2022,0.69957083,0.07390772,0.13922441,0.3837838,0.66433567,0.7522124,0.80076826,0.87351954,0.85096767,0.8284158,0.63424329,0.44007078,0.20886375,0.16144387
69,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.21355362954276,30.603400857506006,2022,0.7105943,0.23193033,0.16899893,0.23742028,0.36842105,0.75709665,0.8541329,0.89649683,0.9078289150000001,0.919161,0.70445976,0.48975852,0.17337856,0.16536726
70,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.1266865415684,30.56369532194792,2022,0.42368743,0.18795986,0.3136,0.57309943,0.8064516,0.845975,0.8602338,0.8785942,0.8899820350000001,0.90136987,0.650757735,0.4001456,0.184107,0.1934629
71,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.31829719167109,30.529828835736616,2022,0.7469991,0.17366628,0.16596258,0.14981273,0.40681818,0.4693504,0.7006579,0.841436,0.8656519199999999,0.88986784,0.624596045,0.35932425,0.13906783,0.11876076
72,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.25388798579972,30.523271134162545,2022,0.6367236,0.12113781,0.11266375,0.21263158,0.5233556,0.6689655,0.83948636,0.9057072,0.91789348,0.93007976,0.5945563,0.35721597,0.16622128,0.12986481
73,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.29691728790905,30.77192480480683,2022,0.22862129,0.08086469,0.15700142,0.37463978,0.8711246,0.8740349000000001,0.8769452,0.86485887,0.861979335,0.8590998,0.7412217,0.3271344,0.17443869,0.12936804
74,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.213823124128,30.51895922079877,2022,0.65324235,0.1264706,0.14103585,0.25222024,0.55758685,0.68367344,0.804541,0.8669355,0.884511475,0.90208745,0.6255416,0.44184345,0.18639576,0.2523719
75,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.28119677043696,30.568815719067405,2022,0.76149917,0.09322034,0.10880829,0.21750842,0.41274816,0.48066297,0.69857144,0.86021805,0.873155375,0.8860927,0.5264468,0.34973097,0.16949153,0.10032017
76,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.37668768513886,30.83175260272919,2022,0.5525773,0.19906048,0.10310022,0.41307816,0.57081306,0.72854796,0.88628286,0.8853868,0.8888917000000001,0.8923966,0.6811982999999999,0.47,0.19980788,0.14468727
77,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.31623106651762,30.763929798778165,2022,0.30782458,0.17357513,0.17476432,0.7642105,1.0,0.958963275,0.91792655,0.8859574,0.890118915,0.89428043,0.79358804,0.55079365,0.18165785,0.16935967
78,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.21903335277588,30.636548691490017,2022,0.6902564,0.24286878,0.1099631,0.18129496,0.3123878,0.5888548499999999,0.8653219,0.9069582,0.91929625,0.9316343,0.79248645,0.6533386,0.20352423,0.14434524
79,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.050060247833,30.533332265344683,2022,0.5593889,0.20926811,0.18306878,0.2979415,0.42338866,0.54391146,0.5436081,0.6631166,0.689705,0.7162934,0.4858757,0.39400792,0.15751667,0.14459834
80,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.34605513395039,30.68739333657118,2022,0.7019082,0.41683778,0.13371617,0.34516582,0.4847943,0.67445778,0.86412126,0.8997821,0.902505415,0.90522873,0.71425393,0.52327913,0.20639399,0.16305222
81,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.13189677021629,30.526594900713786,2022,0.61237645,0.08530184,0.12774725,0.33241946,0.6608579,0.74700856,0.831068,0.86944073,0.8849363299999999,0.90043193,0.5776525,0.33021516,0.13278009,0.10575793
82,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.09758112636293,30.566929256970752,2022,0.24797645,0.08650519,0.19345239,0.67488444,0.85846156,0.9166892,0.8941904,0.91810143,0.922121865,0.9261423,0.6391604,0.45145962,0.15645659,0.1698456
83,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.37408257081492,30.76833154367035,2022,0.6999508,0.42475986,0.17738517,0.2482628,0.5587599,0.6561512,0.7535425,0.7421217,0.77325818,0.80439466,0.6605198800000001,0.5166451,0.21882352,0.20202446
84,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.28038828668124,30.757192434147267,2022,0.32196453,0.20275863,0.29288703,0.78404284,0.9007478,0.89133665,0.8819255,0.8727114,0.8778797300000001,0.88304806,0.7601793,0.63288563,0.42446756,0.3696182
85,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.33069394259195,30.808576068398903,2022,0.5099371,0.22872928,0.21884318,0.2835821,0.8588549,0.87739313,0.89593136,0.87296236,0.88384958,0.8947368,0.77627695,0.6578171,0.23444499,0.20318726
86,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.1199491769375,30.56594111015822,2022,0.65020025,0.1002045,0.15966387,0.40544748,0.6784566,0.76806223,0.86003685,0.89351946,0.91625771,0.93899596,0.7445065099999999,0.55001706,0.1709362,0.087478556
87,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.34255170434233,30.760785695283747,2022,0.55943245,0.1920792,0.24496289,0.6761905,0.97119504,0.94764587,0.9240967,0.88143325,0.891220375,0.9010075,0.60641773,0.31182796,0.16293104,0.13632287
88,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.31730904485856,30.79231656175634,2022,0.28309572,0.22972973,0.29185727,0.8255118,1.0,0.951856585,0.90371317,0.88720286,0.88254683,0.8778908,0.77238536,0.4073747,0.17402083,0.1534296
89,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.3288973120237,30.83732215749073,2022,0.531154,0.26860383,0.2994693,0.117227316,0.2788051,0.39289472,0.50698434,0.62107396,0.68904628,0.7570186,0.68017524,0.46943483,0.2681934,0.22773972
90,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.33267023621701,30.790789425773337,2022,0.2248062,0.11878172,0.18416801,0.61226183,1.0,0.95286885,0.9057377,0.8775872,0.87598205,0.8743769,0.6237448800000001,0.37311286,0.1633503,0.13245335
91,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.27706452013001,30.586332867107732,2022,0.59086394,0.12007685,0.14285715,0.38701922,0.55516636,0.6716298,0.81425345,0.8525447,0.8797131499999999,0.9068816,0.68759492,0.46830824,0.15139443,0.16794544
92,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.35683491735982,30.665115117525016,2022,0.27256945,0.13843176,0.20478326,0.4502924,0.61368376,0.7097665950000001,0.80584943,0.85618407,0.864056285,0.8719285,0.37553465,0.28561783,0.19535092,0.39975095
93,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.34057541071726,30.57725988273813,2022,0.70405936,0.1388889,0.17233928,0.24650572,0.3242236,0.5533597,0.74394655,0.84713376,0.8099181799999999,0.7727026,0.5753924,0.3780822,0.15275106,0.14590274
94,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.13369340078454,30.56755807766964,2022,0.8466403,0.21461609,0.20841819,0.2021858,0.5368421,0.7131931,0.85367215,0.90217394,0.91640487,0.9306358,0.74457913,0.55852246,0.16960487,0.08242863
95,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.37938263099122,30.713354648282237,2022,0.37323943,0.17245272,0.35194805,0.6823633,0.8169831,0.7715115,0.85411143,0.8880664,0.8969698,0.9058732,0.825277,0.7446808,0.5751295,0.23843417
96,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.33761097027967,30.678050857616338,2022,0.7051643,0.26985645,0.19649562,0.20765415,0.3492927,0.5527502,0.7562077,0.8308887,0.8681188,0.9053489,0.66289824,0.48382658,0.18225315,0.13968548
97,wheat,0,0.254,wheat,4,1,0.833577816582764,Punjab,3,134,74.04116692652022,30.52048635678177,2022,0.630854,0.119008265,0.20052597,0.5316667,0.7734177,0.78195906,0.84542507,0.8743429,0.8697947500000001,0.8652466,0.57655455,0.2878625,0.21663563,0.17062819
