sample_id,class_name,col_index,cover_area,crop_type,grid_id,label,pos_prop,region,row_index,samples,x,y,year,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14
450,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.19927041652527,30.12181403368953,2021,0.65656567,0.580222,0.58921045,0.23370233,0.23309112,0.24008575,0.5446686,0.6912467,0.6843083,0.86681765,0.77843136,0.4537322,0.22654942,0.16944908
451,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.32916680660895,30.468563733359662,2021,0.5877551,0.099724516,0.10897436,0.17638484,0.4180929,0.53857094,0.87891895,0.90327805,0.91167307,0.9256269,0.7663096,0.43015933,0.19247863,0.1736527
452,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.17672270289387,30.085522096211104,2021,0.4970874,0.22790055,0.12550066,0.20518064,0.39870968,0.64876634,0.86735195,0.8993513,0.8759392,0.88280773,0.8174832,0.43116882,0.19949901,0.17479675
453,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.34731277534817,30.474402782706445,2021,0.6678614,0.6065287,0.17278185,0.19129439,0.4964127,0.59710145,0.9109807,0.90852714,0.9219443,0.92687106,0.79159933,0.525453,0.21509434,0.109126985
454,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,73.99804779288249,30.38520007499337,2021,0.58323294,0.26739928,0.15372115,0.25902063,0.34590378,0.6486574,0.84727275,0.90522873,0.8889994,0.87198126,0.7944134,0.32409638,0.1597561,0.14996232
455,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.20555862351411,30.284948089285635,2021,0.7292046,0.5744546,0.6007449,0.18169935,0.26966292,0.30689207,0.7832664,0.8956397,0.9001996,0.9277304,0.85298985,0.521682,0.21495327,0.17517136
456,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.05041957394667,30.033240146675347,2021,0.22735453,0.15063292,0.18181819,0.46990496,0.6137602933333334,0.7576156266666667,0.90147096,0.91913295,0.9240506,0.9213974,0.8677795,0.49660632,0.2189906,0.14862765
457,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.37255543483192,30.33669104965092,2021,0.76541215,0.22735243,0.20515575,0.22646584,0.34602758,0.5824942399999999,0.8189609,0.8729548,0.8718119,0.88985646,0.76816416,0.34876543,0.21735637,0.16883117
458,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.33725164416603,30.45544833021152,2021,0.6954207,0.27885598,0.3034735,0.18902439,0.3627405,0.37536657,0.8276945,0.8882599,0.90888935,0.92831236,0.83441365,0.48073703,0.19899964,0.14912847
459,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.26457793768076,30.306238161519268,2021,0.38154843,0.15371901,0.21477015,0.14680232,0.25994694,0.34653464,0.7995255,0.8892922,0.908598,0.9165132,0.8408602,0.47842884,0.2144722,0.22697055
460,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.2806577812665,30.077437258654022,2021,0.79777116,0.6420526,0.69964087,0.11809191,0.23221634,0.33639044,0.817217,0.89509636,0.8753799,0.93124616,0.88114136,0.6407767,0.23878923,0.098434
461,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.25532529025432,30.422120833170688,2021,0.45314726,0.5698448,0.6968027,0.7145969,0.8009188,0.63142353,0.731237,0.8464558,0.85356385,0.8592577,0.9018168,0.84484226,0.6987165,0.57765365
462,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.34255170434233,30.114088522246103,2021,0.72955287,0.54928017,0.5984492,0.23210162,0.21118382,0.22173913,0.5348565,0.60524964,0.71071863,0.7522016,0.67346936,0.4208243,0.23789173,0.16666667
463,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.16145134306383,30.17732991824812,2021,0.79156077,0.5882353,0.66714406,0.16656716,0.24262735,0.3369631,0.74780995,0.80731046,0.81546134,0.85464436,0.8552846,0.68659973,0.3266533,0.21880877
464,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,73.98169845471152,30.44520753597256,2021,0.6132875,0.24072312,0.16235293,0.38707614,0.43968096,0.6583180550000001,0.87695515,0.9282122,0.9113732,0.9149509,0.83111113,0.41864952,0.22434245,0.32651758
465,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.35944003168377,30.08588142232475,2021,0.50813574,0.23131195,0.20724638,0.19068597,0.24342105,0.4229249,0.7064765,0.77323145,0.80626655,0.8443223,0.7791699,0.39698493,0.20339559,0.15057915
466,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.12075766069322,30.05875230074434,2021,0.7972247,0.71619195,0.57065547,0.18352513,0.41351888,0.43704176,0.8249701,0.89012873,0.8829725,0.91180897,0.8283994,0.40381792,0.1842741,0.11908476
467,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.07979448373737,30.50386752402556,2021,0.7578389,0.21065675,0.11243485,0.2596439,0.45633664999999995,0.6530293999999999,0.84972215,0.898008,0.8861423,0.8944193,0.8072412,0.36737952,0.1739627,0.13540623
468,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.1746565777404,30.31800609174124,2021,0.2394775,0.15731874,0.23769508,0.38181818,0.6907357,0.77487177,0.85900784,0.86039335,0.8732857,0.8776256,0.783811,0.3822998,0.19087288,0.17399381
469,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.14357486890985,30.313155189206988,2021,0.14374611,0.13060686,0.23379461,0.35373852,0.62767196,0.6331225,0.8678186,0.8970138,0.88376135,0.9002023,0.7723757,0.2919094,0.1973347,0.16815534
470,wheat,0,0.872,wheat,5,1,0.726966590054606,Punjab,4,462,74.07188930923712,30.496501338695783,2021,0.55973226,0.19264144,0.25021645,0.30431342,0.4952918466666667,0.6862702733333333,0.8772487,0.90357697,0.879337,0.8875196,0.7786761,0.28,0.17759694,0.100946374
471,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.01421746799664,30.082737318830333,2021,0.33158126,0.22393163,0.19400692,0.23291367,0.20522876,0.1530153,0.22979398,0.220258,0.23576471,0.17161787,0.19486769,0.18570867,0.19494447,0.17696415
472,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,73.9447776965342,30.325462108599428,2021,0.100144096,0.11762095,0.116981134,0.13636364,0.125,0.09990394,0.1056227,0.1282426,0.14539006,0.04344541,0.092152625,0.10230547,0.11087793,0.095019154
473,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.33967709543315,30.46272468401289,2021,0.7336761,0.57039757,0.40711904,0.509434,0.61232495,0.652785,0.69324505,0.76236707,0.76561785,0.7342917,0.6545875,0.5346393,0.35121042,0.3718791
474,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.1543546523193,30.26374784858041,2021,0.7695641,0.74694275,0.7243214,0.631101,0.29512894,0.19350593,0.18079373,0.17982747,0.19494447,0.1445213,0.14322917,0.12680711,0.12840466,0.24990284
475,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.24795910492455,30.075191470443727,2021,0.7104743,0.4373668,0.356417,0.28869236,0.36069652,0.42075026,0.6388543,0.7093496,0.73405457,0.74223125,0.64692676,0.47551078,0.4185137,0.36662504
476,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.15839707109782,30.177150255191293,2021,0.7004405,0.6783551999999999,0.6562699,0.67029667,0.36866823,0.30050504,0.39701492,0.3798531,0.4797076,0.6989347,0.7477329,0.73140097,0.36351764,0.32595667
478,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,73.9913104282516,30.3267197499972,2021,0.56607497,0.26841658,0.3079646,0.31841302,0.3576779,0.29435647,0.07332293,0.14001422,0.19205298,0.28617364,0.38261738,0.42230025,0.32675567,0.2764067
479,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.08787932129445,30.34037414231581,2021,0.6283502,0.18161926,0.19691661,0.19516847,0.27457199,0.31936508,0.5485175,0.54642314,0.59254146,0.5422191,0.49061283,0.31260997,0.32205555,0.51448435
480,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.28928160799404,30.021562047981792,2021,0.49339855,0.24256293,0.21754386,0.1875,0.22716895,0.37043098,0.6174461,0.52711976,0.45411965,0.49326804,0.39071155,0.28255972,0.1671123,0.14361905
481,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.0581450853901,30.50979640490075,2021,0.21800117,0.18507463,0.19393623,0.18857759,0.23536299,0.18816568,0.22360249,0.19189766,0.2013993,0.16766192,0.20958084,0.15076415,0.15640195,0.15466449
482,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.04727547045225,30.06432185550588,2021,0.58243155,0.58789825,0.5968301,0.6738786,0.62816595,0.5824533,0.72835004,0.76004624,0.7500678,0.74506664,0.6789087,0.3695969,0.33044982,0.36291912
484,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.08922679422062,30.241289966477428,2021,0.5510301,0.41705427,0.17075472,0.17631462,0.3691275,0.48865783,0.83590174,0.86404365,0.75293857,0.9007185,0.81987995,0.6462527,0.57741934,0.57207394
485,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.22972330465691,30.19385891947592,2021,0.8144594,0.6040738,0.6190497699999999,0.63402574,0.64900171,0.66397768,0.67895365,0.618795,0.6103991,0.546851,0.5755494,0.5338346,0.68183374,0.63460296
486,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.21535026011101,30.14256511675269,2021,0.14315745,0.19346558,0.16836263,0.16237624,0.19427302,0.117179744,0.15073435,0.16357662,0.19347219,0.14998968,0.17386043,0.13445035,0.13977273,0.14207222
487,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.0364058555144,30.452394058245517,2021,0.27453142,0.261661,0.3049253,0.29776248,0.20723227,0.19000521,0.22038807,0.21269841,0.18232045,0.2640232,0.29639888,0.2841016,0.2535565,0.21731602
489,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.03676518162804,30.40056126635182,2021,0.07093596,0.08237748,0.071866296,0.090588234,0.05678422,0.089340724,0.071428575,0.07104558,0.107418396,0.10969609,0.0790378,0.072961375,0.07578074,0.0729927
490,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.10593545850524,30.26204104954059,2021,0.11816578,0.34920096,0.440905988,0.5326110159999999,0.624316044,0.716021072,0.8077261,0.7771221,0.7650534,0.6320475,0.263953,0.13268608,0.11627907,0.11528731
491,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.06479261849258,30.256651157835872,2021,0.24082665,0.22701688,0.2153474,0.18857142,0.18140145,0.14970836,0.23069768,0.2661107,0.27694502,0.18045862,0.18638355,0.13548388,0.12878573,0.1405868
492,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.17241078953009,30.40253755997688,2021,0.74898785,0.52996844,0.61409664,0.69822484,0.576385155,0.45454547,0.5413659,0.48211244,0.45626977,0.56650245,0.5562701,0.4781439,0.4283988,0.3943662
493,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.13989177624497,30.135827752121795,2021,0.17513338,0.11120765,0.17346482,0.13301663,0.20186853,0.09559145,0.11169978,0.15339805,0.17081851,0.06386067,0.18719554,0.21505377,0.16340391,0.12948518
494,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.09910826234594,30.24730867888103,2021,0.07648,0.12370422,0.13161659,0.12065137,0.15216558,0.09066901,0.09181713,0.08941382,0.14324142,0.055058822,0.11016672,0.09900332,0.10353698,0.10081744
495,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.07557240190201,30.158195802696373,2021,0.6721311,0.52195823,0.71428573,0.75762314,0.7221269,0.5259563,0.76220113,0.776424,0.76767963,0.50777376,0.57651246,0.46251443,0.430622,0.38910133
496,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.12560856322747,30.0779762478245,2021,0.73595506,0.3713034,0.32774985,0.3516035,0.3830137,0.3013477,0.39982852,0.4284299,0.49228945,0.65149397,0.64272094,0.42516556,0.2510441,0.21727633
497,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.24553365365742,30.4485313025238,2021,0.76634073,0.4751918,0.408677,0.41489363,0.4740099,0.37173396,0.52545726,0.50915754,0.56870556,0.6460128,0.7114094,0.6260954,0.45215607,0.37728938
498,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,73.94118443539773,30.3049805201215,2021,0.62726307,0.42053725000000003,0.21381143,0.296063,0.41,0.47918245,0.77977026,0.85699695,0.82948655,0.8368394,0.8305266,0.4144955,0.19584416,0.15530303
499,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.09614382190834,30.09055266180217,2021,0.57678354,0.5343321,0.5404283,0.6097561,0.5854496,0.4568647,0.57425743,0.61638063,0.56736356,0.58842444,0.51861846,0.45932782,0.42897066,0.36320552
500,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.01718190843424,30.08534243315428,2021,0.5746066,0.5161606,0.53459764,0.46035242,0.45295171333333334,0.44555100666666664,0.4381503,0.55146635,0.6735874,0.709332,0.70996696,0.3919753,0.21952756,0.21558441
501,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.3400364215468,30.492818246030893,2021,0.17475161,0.17822652,0.21631123,0.19520074,0.23054893,0.18471338,0.24871941,0.183748,0.14285715,0.11680794,0.15839243,0.12776494,0.14033149,0.15239245
502,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.08994544644793,30.05147594694297,2021,0.7152174,0.6285403,0.67943877,0.70616114,0.600674,0.47962382,0.5711979,0.46930945,0.5107272,0.52195996,0.534407,0.5387088,0.56854653,0.49579087
503,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.32233961044965,30.20481836594217,2021,0.82849,0.53721243,0.46058092,0.44354555,0.4360465,0.42163935,0.66821194,0.70102507,0.7214988,0.484089,0.5542763,0.42663187,0.44933334,0.46471372
504,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.36231464059296,30.367413432367808,2021,0.7774367,0.53173244,0.27964988,0.17359956,0.23559037,0.27313516,0.6722315,0.76177585,0.7948217,0.59637976,0.31311247,0.2639225,0.31203723,0.36123136
505,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.36123666225201,30.24479339608549,2021,0.47410816,0.29710573,0.27180642,0.20945083,0.28261617,0.30724455500000003,0.33187294,0.3154155,0.24470705,0.26928282,0.26621315,0.25337052,0.20313111,0.19742702
506,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.07566223343042,30.18388761982219,2021,0.5339012,0.3901941,0.58432937,0.61551785,0.60421544,0.47511077,0.78421634,0.83761656,0.8513625,0.86833334,0.47891083,0.5017585,0.38082588,0.3207024
507,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,73.98187811776835,30.497938643150373,2021,0.8467356,0.67883945,0.81881535,0.15919629,0.4278481,0.5343771,0.8105766,0.9078539,0.9050155,0.9122402,0.83972126,0.32231405,0.20095125,0.116519175
509,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.04287372556006,30.14849399762788,2021,0.7537594,0.6587927,0.71182054,0.6104348,0.53813666,0.46583852,0.625,0.70325553,0.7292111,0.49511567,0.4967033,0.334899,0.39700916,0.4699187
510,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.11042703492585,30.105285032461733,2021,0.56572163,0.4668471,0.5077067,0.58945906,0.66298896,0.42777,0.5423557,0.41679388,0.44061068,0.35816047,0.549397,0.47585115,0.43772513,0.36820924
511,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,73.93390808159636,30.038180880738004,2021,0.49019608,0.3837535,0.36457142,0.41767323,0.2790224,0.32676923,0.3556962,0.34431818,0.37410927,0.36663336,0.4711583,0.38053098,0.39078498,0.38007694
512,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.2198418365316,30.036384250169764,2021,0.13865753,0.13517606,0.17016129,0.16304348,0.17913832,0.19808613,0.31451613,0.31670824,0.34878194,0.44360903,0.40970564,0.27552986,0.15711094,0.118021205
513,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,73.98735784100147,30.106722336916324,2021,0.821574,0.6664569,0.7559083,0.813253,0.6976,0.5321033,0.6549595,0.55994356,0.54110265,0.7154555,0.7455717,0.7816979,0.7607973,0.62624824
514,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.180675290144,30.408107114738424,2021,0.4880734,0.38228095,0.54169166,0.51452285,0.54788788,0.58125291,0.61461794,0.5646817,0.5486448,0.513054,0.47073936,0.515625,0.42386422,0.43495145
515,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.16019370166607,30.01230940055536,2021,0.6296296,0.44860944,0.4107295,0.17145689,0.17512108,0.21482277,0.56473285,0.5599806,0.5999047,0.6519375,0.5598194,0.35834694,0.1923077,0.12448133
516,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.04610766058289,30.11840043560988,2021,0.5068623,0.6126803466666667,0.7184983933333333,0.82431644,0.8114860033333333,0.7986555666666667,0.78582513,0.74093264,0.72038305,0.6193646,0.44089457,0.32651162,0.2717784,0.21977484
517,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.02472775682085,30.259256272159817,2021,0.70387965,0.39902353,0.4032657,0.37430856,0.26465753,0.2700628,0.4168361,0.34441438,0.37777779,0.38989043,0.4181478,0.38674885,0.34180433,0.25103563
518,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.06461295543575,30.256291831722223,2021,0.17165354,0.16083315,0.1663158,0.14764789,0.15690169,0.15145901,0.15473685,0.14665465,0.12809917,0.105785124,0.15037298,0.13776457,0.16280894,0.15163003
519,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.08105212513514,30.102679918137785,2021,0.8087279,0.7004049,0.7975309,0.6930471,0.7009926,0.5427663,0.70019466,0.72194517,0.64438593,0.64845604,0.6614853,0.6612576,0.65396166,0.55586725
520,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.30724791367643,30.05884213227275,2021,0.607233,0.49692854,0.6266234,0.6550552,0.6733482,0.5816994,0.72789115,0.7285068,0.74992716,0.5235521,0.5922881,0.5872845,0.62852895,0.7169326
521,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.06470278696416,30.18424694593584,2021,0.84985745,0.6984479,0.8208955,0.8494769,0.7855958,0.53061223,0.7338683,0.74309045,0.7801116,0.7721519,0.7644466,0.72811174,0.6733255,0.6617317
522,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.35036704731417,30.16358569440109,2021,0.4271306,0.41423002,0.40047058,0.41740343,0.3705545,0.35547483,0.3725721,0.3138378,0.3470226,0.32428357,0.36431783,0.36517125,0.38374662,0.31002572
524,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.00298852694515,30.180743516327773,2021,0.6849356,0.69221787,0.69950014,0.60642093,0.5843694,0.43187067,0.56557375,0.34444088,0.36563382,0.4173387,0.40479836,0.5344547,0.4528778,0.31898066
525,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,73.9755899107795,30.12657510469537,2021,0.59475696,0.55122465,0.50769234,0.3568397,0.41595018,0.55595422,0.69595826,0.6747405,0.7420527,0.72821075,0.6299856,0.543583,0.4717501,0.39275765
526,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.37156728801939,30.18496559816313,2021,0.5096027,0.33740085,0.37911463,0.4920523,0.5566066,0.5488127,0.5410188,0.56449896,0.6151484,0.5694521,0.5208742,0.37876385,0.39359003,0.26129428
527,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.1589360602683,30.426073420420813,2021,0.62618595,0.33430374,0.39854667,0.4272902,0.4548346,0.28446114,0.36870384,0.3725721,0.43269727,0.4213963,0.3947644,0.24353877,0.22405209,0.15932204
528,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.04404153542941,30.086600074552045,2021,0.3212774,0.24908155,0.081294395,0.13897763,0.11341632,0.13610315,0.13173333,0.1598746,0.24382384,0.2038835,0.26809016,0.22507837,0.2285854,0.14683153
529,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.33186175246131,30.31513148283205,2021,0.68543047,0.21310268,0.11419142,0.16934487,0.2186429,0.3374108,0.6285516,0.65304154,0.63803506,0.6768653,0.526257,0.25866666,0.17956205,0.18271954
530,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.096503148022,30.287732866666406,2021,0.53650445,0.33074936,0.39187574,0.40657976,0.53111434,0.5316419,0.79017013,0.624147,0.65673983,0.7260141,0.6753712,0.5200234,0.27149233,0.25703737
531,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,73.99229857506413,30.087408558307757,2021,0.10714286,0.10249308,0.06878307,0.20694645,0.12116992,-0.008035062,0.12460064,0.13882352,0.2787944,0.052351374,0.10802139,0.09728309,0.18683001,0.06849315
533,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.08365723945909,30.42517510513669,2021,0.3979442,0.28789717,0.27782807,0.30227518,0.30793896499999995,0.31360275,0.32850942,0.36321,0.41313133,0.40386912,0.3437644,0.22950144,0.17225254,0.17405063
534,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.25730158387938,30.20643533345359,2021,0.18449031,0.18072289,0.17017439,0.15962838,0.14886008,0.14195012,0.2134715,0.28484026,0.3934496,0.45499888,0.4014801,0.26204154,0.19365337,0.16392156
535,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.29314436371575,30.32932486432114,2021,0.34082922,0.2661157,0.32183534,0.22259136,0.18477398,0.28892106,0.61610353,0.7368911,0.7871351,0.8403941,0.7788945,0.58721095,0.30005044,0.34919614
536,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.3400364215468,30.035036777243587,2021,0.120501816,0.5098535,0.5068259,0.80462927,0.8110422899999999,0.81745531,0.82386833,0.7986311,0.8075401,0.7510967,0.34317672,0.21692555,0.10820025,0.1131783
537,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.19235338883755,30.41457498478408,2021,0.55410904,0.29093978,0.16755706,0.18967922,0.2536565,0.3310811,0.5301205,0.5130168,0.51602894,0.5687885,0.5410745,0.3984576,0.31460133,0.23351158
538,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.23834713138447,30.04617588676667,2021,0.13104567,0.20041591,0.3645977,0.795976,0.7883537533333334,0.7807315066666667,0.77310926,0.775235,0.81389475,0.7443279,0.58720577,0.21528786,0.13281101,0.1257597
539,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.21112817827564,30.131695501814846,2021,0.4369483,0.15679012,0.21231009,0.12091503,0.18699187,0.11627907,0.21576554,0.23865877,0.23686337,0.2807706,0.23008285,0.19528447,0.1149054,0.098249026
540,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.13063912881853,30.17014339597516,2021,0.4122449,0.6670854,0.8495623,0.7883199,0.7375643,0.6994728,0.8670749,0.7820534,0.83479977,0.9011206,0.82507825,0.7747495,0.62133336,0.51159847
541,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.07736903247024,30.24075097730696,2021,0.5616513,0.38018996,0.39435145,0.36978248,0.35052755,0.29284427,0.27188227,0.30772373,0.4247714,0.38845682,0.30107066,0.17297298,0.14788468,0.122466214
542,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.08392673404433,30.178497728117478,2021,0.93158245,0.65293384,0.6770108,0.6713427,0.64221364,0.47097585,0.6306189,0.73547316,0.6941444,0.42867514,0.554256,0.39263803,0.35649818,0.33390412
543,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.07224863535076,30.444668546802088,2021,0.29975727,0.18387294,0.31965274,0.67418545,0.84425217,0.574848145,0.30544412,0.2879257,0.28900042,0.26781762,0.35699198,0.23266988,0.3295129,0.3854245
544,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.10081506138577,30.149212649855176,2021,0.61070436,0.40330946,0.41956174,0.31855056,0.30658105,0.2770159,0.42857143,0.4748218,0.4685739,0.49567914,0.48440367,0.38584247,0.25261357,0.24792765
545,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.27230344912418,30.24775783652309,2021,0.117804825,0.1502146,0.17621145,0.18062398,0.16578014,0.13449366,0.12178877,0.14551607,0.18682566,0.1143348,0.17832957,0.17029922,0.13260588,0.14285715
546,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.09767095789135,30.142654948281105,2021,0.7104101,0.64241165,0.84488106,0.92771083,0.8751014,0.728988,0.7568579,0.80991733,0.8285273,0.8063624,0.81198245,0.78110945,0.6888675,0.45487043
547,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,73.96400164361437,30.078874563108617,2021,0.15060008,0.5428855,0.48989898,0.8541089,0.80887884,0.8107781199999999,0.8126774,0.77654916,0.7321937,0.56526345,0.20072007,0.1771075,0.13627386,0.12756598
548,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.00128172790532,30.19691319144192,2021,0.31814438,0.24300112,0.36801112,0.74549425,0.7431353,0.74077635,0.7384174,0.7604964,0.7970254,0.7658863,0.66431975,0.30852568,0.21112517,0.15910177
549,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.04520934529877,30.047074202050787,2021,0.8447961,0.71711177,0.7680465,0.7929037,0.73218995,0.62027025,0.75017065,0.7894737,0.77976006,0.54349804,0.68423635,0.5857761,0.6076578,0.59670407
550,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.00173088554739,30.317467102570763,2021,0.23144653,0.23904149,0.28089887,0.4520133,0.68161076,0.7085326,0.77322465,0.7777778,0.6607217,0.76878613,0.46672958,0.23688082,0.27093333,0.46942616
551,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,74.32467523018835,30.29527871505301,2021,0.6185239,0.5513244,0.4841249,0.51044774,0.46305156,0.4760374,0.48902324,0.5196278,0.5762213,0.5103782,0.47677523,0.5437186,0.45743686,0.42943463
552,non_wheat,0,0.872,wheat,5,0,0.726966590054606,Punjab,4,462,73.97118816588733,30.154961867673546,2021,0.83556604,0.69226897,0.79958993,0.74800456,0.66364256,0.57928056,0.6484256,0.5523012,0.50325453,0.6743642,0.6958235,0.72576725,0.72451913,0.65168047
